,date,PRCP,TAVG,TMAX,TMIN,transactions,dollar_amount,isSunday,isHoliday
1015,2023-11-12,0.0,16.6,26.7,8.3,241.0,60.35000000000001,1,0
1016,2023-11-13,0.0,16.5,23.9,8.9,14892.0,21346.59999999994,0,0
1017,2023-11-14,0.0,16.0,23.9,8.9,16403.0,24200.96999999995,0,0
1018,2023-11-15,3.6,16.7,20.6,12.2,16333.0,24395.05999999998,0,0
1019,2023-11-16,0.3,18.1,22.8,15.6,17340.0,25529.009999999926,0,0
1020,2023-11-17,3.0,17.7,21.7,13.3,17964.0,26859.43999999997,0,0
1021,2023-11-18,0.0,18.4,21.1,14.4,17203.0,26410.809999999972,0,0
1022,2023-11-19,0.0,18.1,20.6,12.8,178.0,46.0,1,0
1023,2023-11-20,0.0,16.2,23.3,10.6,16886.0,24734.259999999977,0,0
1024,2023-11-21,0.0,16.7,25.6,8.9,17585.0,25550.54999999995,0,0
1025,2023-11-22,0.0,17.2,25.6,10.0,17183.0,24783.069999999934,0,0
1026,2023-11-23,0.0,16.2,20.0,10.6,181.0,46.2,0,1
1027,2023-11-24,0.3,17.4,18.9,12.8,13007.0,19177.490000000016,0,0
1028,2023-11-25,0.0,15.0,19.4,10.0,15388.0,24139.32999999996,0,0
1029,2023-11-26,0.0,13.9,21.7,7.8,190.0,48.75000000000001,1,0
