,zone,pole,lat,lng
1504,Uptown,3505-05-01 00:00:00,32.741721,-117.160297
1505,Uptown,3507-05-01 00:00:00,32.741803,-117.160298
1506,Uptown,3509-05-01 00:00:00,32.741926,-117.160298
1507,Uptown,3511-05-01 00:00:00,32.742008,-117.160299
1508,Uptown,3513-05-01 00:00:00,32.742183,-117.1603
1509,Uptown,3515-05-01 00:00:00,32.742247,-117.1603
1510,Uptown,3517-05-01 00:00:00,32.742344,-117.160301
1511,Uptown,3519-05-01 00:00:00,32.742408,-117.160301
1512,Uptown,3535-05-01 00:00:00,32.742504,-117.160302
1513,Uptown,3537-05-01 00:00:00,32.742569,-117.160303
1514,Uptown,3540-05-01 00:00:00,32.742664,-117.160485
1515,Uptown,3542-05-01 00:00:00,32.742761,-117.160486
1516,Uptown,3544-05-01 00:00:00,32.742825,-117.160487
1517,Uptown,3546-05-01 00:00:00,32.742921,-117.160487
1518,Uptown,5-3500W,32.742237,-117.160449
1519,Uptown,5-3503,32.741598,-117.160296
1520,Uptown,5-3505,32.741721,-117.160297
1521,Uptown,5-3507,32.741803,-117.160298
1522,Uptown,5-3509,32.741926,-117.160298
1523,Uptown,5-3511,32.742008,-117.160299
1524,Uptown,5-3513,32.742183,-117.1603
1525,Uptown,5-3515,32.742247,-117.1603
1526,Uptown,5-3517,32.742344,-117.160301
1527,Uptown,5-3519,32.742408,-117.160301
1528,Uptown,5-3535,32.742504,-117.160302
1529,Uptown,5-3537,32.742569,-117.160303
1530,Uptown,5-3540,32.742664,-117.160485
1531,Uptown,5-3542,32.742761,-117.160486
1532,Uptown,5-3544,32.742825,-117.160487
1533,Uptown,5-3546,32.742921,-117.160487
1534,Uptown,3600-05-01 00:00:00,32.743414,-117.160491
1535,Uptown,3601-05-01 00:00:00,32.743449,-117.16031
1536,Uptown,3602-05-01 00:00:00,32.743515,-117.160492
1537,Uptown,3603-05-01 00:00:00,32.74355,-117.160311
1538,Uptown,3604-05-01 00:00:00,32.743617,-117.160494
1539,Uptown,3605-05-01 00:00:00,32.743652,-117.160312
1540,Uptown,3606-05-01 00:00:00,32.743718,-117.160495
1541,Uptown,3607-05-01 00:00:00,32.743753,-117.160313
1542,Uptown,3608-05-01 00:00:00,32.743819,-117.160496
1543,Uptown,3609-05-01 00:00:00,32.74382,-117.160314
1544,Uptown,3610-05-01 00:00:00,32.743886,-117.160496
1545,Uptown,3611-05-01 00:00:00,32.743921,-117.160315
1546,Uptown,3612-05-01 00:00:00,32.743987,-117.160497
1547,Uptown,3613-05-01 00:00:00,32.744022,-117.160316
1548,Uptown,3614-05-01 00:00:00,32.744088,-117.160498
1549,Uptown,3615-05-01 00:00:00,32.744123,-117.160317
1550,Uptown,3616-05-01 00:00:00,32.744189,-117.160499
1551,Uptown,3618-05-01 00:00:00,32.744079,-117.160493
1552,Uptown,3619-05-01 00:00:00,32.744281,-117.160318
1553,Uptown,3620-05-01 00:00:00,32.744088,-117.160528
1554,Uptown,3622-05-01 00:00:00,32.744314,-117.1605
1555,Uptown,3624-05-01 00:00:00,32.744382,-117.160501
1556,Uptown,3625-05-01 00:00:00,32.744417,-117.160319
1557,Uptown,3626-05-01 00:00:00,32.744484,-117.160502
1558,Uptown,3628-05-01 00:00:00,32.744518,-117.160502
1559,Uptown,3630-05-01 00:00:00,32.744552,-117.160502
1560,Uptown,3632-05-01 00:00:00,32.74462,-117.160503
1561,Uptown,3634-05-01 00:00:00,32.744654,-117.160503
1562,Uptown,3636-05-01 00:00:00,32.744722,-117.160503
1563,Uptown,3638-05-01 00:00:00,32.744756,-117.160503
1564,Uptown,3640-05-01 00:00:00,32.74479,-117.160504
1565,Uptown,3644-05-01 00:00:00,32.744858,-117.160504
1566,Uptown,3646-05-01 00:00:00,32.744892,-117.160504
1567,Uptown,3648-05-01 00:00:00,32.744926,-117.160505
1568,Uptown,3650-05-01 00:00:00,32.744994,-117.160505
1569,Uptown,5-3600,32.743414,-117.160491
1570,Uptown,5-3600W,32.744333,-117.16046
1571,Uptown,5-3601,32.743449,-117.16031
1572,Uptown,5-3602,32.743515,-117.160492
1573,Uptown,5-3603,32.74355,-117.160311
1574,Uptown,5-3604,32.743617,-117.160494
1575,Uptown,5-3605,32.743652,-117.160312
1576,Uptown,5-3606,32.743718,-117.160495
1577,Uptown,5-3607,32.743568,-117.160294
1578,Uptown,5-3608,32.743819,-117.160496
1579,Uptown,5-3609,32.74362,-117.160307
1580,Uptown,5-3610,32.743886,-117.160496
1581,Uptown,5-3611,32.743726,-117.160297
1582,Uptown,5-3612,32.743987,-117.160497
1583,Uptown,5-3613,32.743848,-117.160301
1584,Uptown,5-3614,32.744088,-117.160498
1585,Uptown,5-3615,32.74397,-117.160289
1586,Uptown,5-3616,32.744189,-117.160499
1587,Uptown,5-3617,32.744073,-117.160297
1588,Uptown,5-3618,32.744079,-117.160493
1589,Uptown,5-3619,32.744281,-117.160318
1590,Uptown,5-3620,32.744088,-117.160528
1591,Uptown,5-3622,32.744314,-117.1605
1592,Uptown,5-3624,32.744382,-117.160501
1593,Uptown,5-3625,32.744417,-117.160319
1594,Uptown,5-3626,32.744484,-117.160502
1595,Uptown,5-3628,32.744518,-117.160502
1596,Uptown,5-3630,32.744552,-117.160502
1597,Uptown,5-3632,32.74462,-117.160503
1598,Uptown,5-3634,32.744654,-117.160503
1599,Uptown,5-3636,32.744722,-117.160503
1600,Uptown,5-3638,32.744756,-117.160503
1601,Uptown,5-3640,32.74479,-117.160504
1602,Uptown,5-3644,32.744858,-117.160504
1603,Uptown,5-3646,32.744892,-117.160504
1604,Uptown,5-3648,32.744926,-117.160505
1605,Uptown,5-3650,32.744994,-117.160505
1606,Uptown,3611-04-01 00:00:00,32.743618,-117.161485
1607,Uptown,3613-04-01 00:00:00,32.743817,-117.161487
1608,Uptown,3636-04-01 00:00:00,32.744049,-117.161671
1609,Uptown,3638-04-01 00:00:00,32.744248,-117.161672
1610,Uptown,3640-04-01 00:00:00,32.744447,-117.161674
1611,Uptown,3642-04-01 00:00:00,32.74468,-117.161676
1612,Uptown,3649-04-01 00:00:00,32.744847,-117.161495
1613,Uptown,3651-04-01 00:00:00,32.745561,-117.161502
1614,Uptown,4-3600E,32.74432,-117.161485
1615,Uptown,4-3611,32.743618,-117.161485
1616,Uptown,4-3613,32.743817,-117.161487
1617,Uptown,4-3636,32.744049,-117.161671
1618,Uptown,4-3638,32.744248,-117.161672
1619,Uptown,4-3640,32.744447,-117.161674
1620,Uptown,4-3642,32.74468,-117.161676
1621,Uptown,4-3649,32.744847,-117.161495
1622,Uptown,4-3651,32.745561,-117.161502
1623,Uptown,3700-05-01 00:00:00,32.745255,-117.160507
1624,Uptown,3701-05-01 00:00:00,32.746711,-117.160522
1625,Uptown,3703-05-01 00:00:00,32.745291,-117.160325
1626,Uptown,3705-05-01 00:00:00,32.745359,-117.160326
1627,Uptown,3706-05-01 00:00:00,32.745426,-117.160509
1628,Uptown,3708-05-01 00:00:00,32.745494,-117.16051
1629,Uptown,3709-05-01 00:00:00,32.745529,-117.160328
1630,Uptown,3710-05-01 00:00:00,32.745596,-117.160511
1631,Uptown,3711-05-01 00:00:00,32.745632,-117.160329
1632,Uptown,3712-05-01 00:00:00,32.745733,-117.160512
1633,Uptown,3714-05-01 00:00:00,32.745767,-117.160512
1634,Uptown,3717-05-01 00:00:00,32.745802,-117.160331
1635,Uptown,3718-05-01 00:00:00,32.745903,-117.160514
1636,Uptown,3719-05-01 00:00:00,32.745939,-117.160332
1637,Uptown,3720-05-01 00:00:00,32.746006,-117.160515
1638,Uptown,3721-05-01 00:00:00,32.746098,-117.160334
1639,Uptown,3722-05-01 00:00:00,32.746199,-117.160517
1640,Uptown,3727-05-01 00:00:00,32.746234,-117.160335
1641,Uptown,3728-05-01 00:00:00,32.746301,-117.160518
1642,Uptown,3729-05-01 00:00:00,32.746337,-117.160336
1643,Uptown,3730-05-01 00:00:00,32.746404,-117.160519
1644,Uptown,3737-05-01 00:00:00,32.746473,-117.160338
1645,Uptown,3739-05-01 00:00:00,32.746507,-117.160338
1646,Uptown,3744-05-01 00:00:00,32.746608,-117.160521
1647,Uptown,3746-05-01 00:00:00,32.746642,-117.160522
1648,Uptown,3748-05-01 00:00:00,32.746711,-117.160522
1649,Uptown,5-3700,32.745255,-117.160507
1650,Uptown,5-3700W,32.745903,-117.160497
1651,Uptown,5-3701,32.745358,-117.160337
1652,Uptown,5-3703,32.745291,-117.160325
1653,Uptown,5-3705,32.745359,-117.160326
1654,Uptown,5-3706,32.745426,-117.160509
1655,Uptown,5-3708,32.745494,-117.16051
1656,Uptown,5-3709,32.745529,-117.160328
1657,Uptown,5-3710,32.745596,-117.160511
1658,Uptown,5-3711,32.745632,-117.160329
1659,Uptown,5-3712,32.745733,-117.160512
1660,Uptown,5-3714,32.745767,-117.160512
1661,Uptown,5-3717,32.745802,-117.160331
1662,Uptown,5-3718,32.745903,-117.160514
1663,Uptown,5-3719,32.745939,-117.160332
1664,Uptown,5-3720,32.746006,-117.160515
1665,Uptown,5-3721,32.746098,-117.160334
1666,Uptown,5-3722,32.746199,-117.160517
1667,Uptown,5-3727,32.746234,-117.160335
1668,Uptown,5-3728,32.746301,-117.160518
1669,Uptown,5-3729,32.746337,-117.160336
1670,Uptown,5-3730,32.746404,-117.160519
1671,Uptown,5-3737,32.746732,-117.160326
1672,Uptown,5-3739,32.746907,-117.160249
1673,Uptown,5-3744,32.746608,-117.160521
1674,Uptown,5-3746,32.746642,-117.160522
1675,Uptown,5-3748,32.746711,-117.160522
1676,Uptown,3701-06-01 00:00:00,32.745249,-117.159461
1677,Uptown,3711-06-01 00:00:00,32.745319,-117.159452
1678,Uptown,3713-06-01 00:00:00,32.745424,-117.159443
1679,Uptown,3716-06-01 00:00:00,32.745529,-117.159622
1680,Uptown,3717-06-01 00:00:00,32.745564,-117.15944
1681,Uptown,3718-06-01 00:00:00,32.745665,-117.159623
1682,Uptown,3719-06-01 00:00:00,32.745733,-117.159441
1683,Uptown,3720-06-01 00:00:00,32.745835,-117.159624
1684,Uptown,3721-06-01 00:00:00,32.745903,-117.159442
1685,Uptown,3725-06-01 00:00:00,32.745971,-117.159442
1686,Uptown,3730-06-01 00:00:00,32.746131,-117.159625
1687,Uptown,3731-06-01 00:00:00,32.746201,-117.159443
1688,Uptown,3732-06-01 00:00:00,32.746305,-117.159625
1689,Uptown,3733-06-01 00:00:00,32.746374,-117.159443
1690,Uptown,3734-06-01 00:00:00,32.746478,-117.159626
1691,Uptown,3736-06-01 00:00:00,32.746548,-117.159626
1692,Uptown,3739-06-01 00:00:00,32.746618,-117.159444
1693,Uptown,3742-06-01 00:00:00,32.746721,-117.159626
1694,Uptown,3744-06-01 00:00:00,32.746791,-117.159627
1695,Uptown,3746-06-01 00:00:00,32.746895,-117.159627
1696,Uptown,3748-06-01 00:00:00,32.719187,-117.144733
1697,Uptown,3750-06-01 00:00:00,32.719187,-117.144733
1698,Uptown,6-3701,32.745249,-117.159461
1699,Uptown,6-3711,32.745319,-117.159452
1700,Uptown,6-3713,32.745424,-117.159443
1701,Uptown,6-3716,32.745529,-117.159622
1702,Uptown,6-3717,32.745564,-117.15944
1703,Uptown,6-3718,32.745665,-117.159623
1704,Uptown,6-3719,32.745733,-117.159441
1705,Uptown,6-3720,32.745835,-117.159624
1706,Uptown,6-3721,32.745903,-117.159442
1707,Uptown,6-3725,32.745971,-117.159442
1708,Uptown,6-3730,32.746131,-117.159625
1709,Uptown,6-3731,32.746201,-117.159443
1710,Uptown,6-3732,32.746305,-117.159625
1711,Uptown,6-3733,32.746374,-117.159443
1712,Uptown,6-3734,32.746478,-117.159626
1713,Uptown,6-3736,32.746548,-117.159626
1714,Uptown,6-3739,32.746618,-117.159444
1715,Uptown,6-3742,32.746721,-117.159626
1716,Uptown,6-3744,32.746791,-117.159627
1717,Uptown,6-3746,32.746895,-117.159627
1718,Uptown,6-3748,32.719187,-117.144733
1719,Uptown,6-3750,32.719187,-117.144733
1720,Uptown,3734-04-01 00:00:00,32.745894,-117.161688
1721,Uptown,3736-04-01 00:00:00,32.746227,-117.161691
1722,Uptown,3738-04-01 00:00:00,32.746561,-117.161695
1723,Uptown,4-3700E,32.745732,-117.161518
1724,Uptown,4-3734,32.745894,-117.161688
1725,Uptown,4-3736,32.746227,-117.161691
1726,Uptown,4-3738,32.746561,-117.161695
1727,Uptown,3750-07-01 00:00:00,32.747124,-117.158476
1728,Uptown,3751-07-01 00:00:00,32.747176,-117.158295
1729,Uptown,7-3700W,32.746419,-117.158511
1730,Uptown,7-3750,32.747124,-117.158476
1731,Uptown,7-3751,32.747176,-117.158295
1732,Uptown,3800-07-01 00:00:00,32.719187,-117.144733
1733,Uptown,3802-07-01 00:00:00,32.719187,-117.144733
1734,Uptown,3804-07-01 00:00:00,32.747279,-117.158477
1735,Uptown,3806-07-01 00:00:00,32.747357,-117.158477
1736,Uptown,3808-07-01 00:00:00,32.747434,-117.158478
1737,Uptown,3810-07-01 00:00:00,32.747512,-117.158478
1738,Uptown,3811-07-01 00:00:00,32.747468,-117.158495
1739,Uptown,3812-07-01 00:00:00,32.747589,-117.158478
1740,Uptown,3814-07-01 00:00:00,32.747667,-117.158478
1741,Uptown,3815-07-01 00:00:00,32.747726,-117.158488
1742,Uptown,3816-07-01 00:00:00,32.747719,-117.158478
1743,Uptown,3817-07-01 00:00:00,32.747726,-117.158488
1744,Uptown,3818-07-01 00:00:00,32.747796,-117.158479
1745,Uptown,3819-07-01 00:00:00,32.747845,-117.158463
1746,Uptown,3820-07-01 00:00:00,32.747874,-117.158479
1747,Uptown,3821-07-01 00:00:00,32.747847,-117.158464
1748,Uptown,3822-07-01 00:00:00,32.747951,-117.158479
1749,Uptown,3823-07-01 00:00:00,32.747925,-117.158486
1750,Uptown,3824-07-01 00:00:00,32.748029,-117.15848
1751,Uptown,3825-07-01 00:00:00,32.747925,-117.158486
1752,Uptown,3826-07-01 00:00:00,32.748106,-117.15848
1753,Uptown,3827-07-01 00:00:00,32.748054,-117.158439
1754,Uptown,3829-07-01 00:00:00,32.748149,-117.158417
1755,Uptown,3831-07-01 00:00:00,32.748149,-117.158417
1756,Uptown,3832-07-01 00:00:00,32.748184,-117.15848
1757,Uptown,3833-07-01 00:00:00,32.748185,-117.158345
1758,Uptown,3834-07-01 00:00:00,32.748261,-117.15848
1759,Uptown,3835-07-01 00:00:00,32.748236,-117.158302
1760,Uptown,7-3800,32.719187,-117.144733
1761,Uptown,7-3802,32.719187,-117.144733
1762,Uptown,7-3804,32.747279,-117.158477
1763,Uptown,7-3806,32.747357,-117.158477
1764,Uptown,7-3808,32.747434,-117.158478
1765,Uptown,7-3810,32.747512,-117.158478
1766,Uptown,7-3811,32.747468,-117.158495
1767,Uptown,7-3812,32.747589,-117.158478
1768,Uptown,7-3814,32.747667,-117.158478
1769,Uptown,7-3815,32.747726,-117.158488
1770,Uptown,7-3816,32.747719,-117.158478
1771,Uptown,7-3817,32.747726,-117.158488
1772,Uptown,7-3818,32.747796,-117.158479
1773,Uptown,7-3819,32.747845,-117.158463
1774,Uptown,7-3820,32.747874,-117.158479
1775,Uptown,7-3821,32.747847,-117.158464
1776,Uptown,7-3822,32.747951,-117.158479
1777,Uptown,7-3823,32.747925,-117.158486
1778,Uptown,7-3824,32.748029,-117.15848
1779,Uptown,7-3825,32.747925,-117.158486
1780,Uptown,7-3826,32.748106,-117.15848
1781,Uptown,7-3827,32.748054,-117.158439
1782,Uptown,7-3829,32.748149,-117.158417
1783,Uptown,7-3831,32.748149,-117.158417
1784,Uptown,7-3832,32.748184,-117.15848
1785,Uptown,7-3833,32.748185,-117.158345
1786,Uptown,7-3834,32.748261,-117.15848
1787,Uptown,7-3835,32.748236,-117.158302
1788,Uptown,3801-05-01 00:00:00,32.747052,-117.160344
1789,Uptown,3802-05-01 00:00:00,32.747123,-117.160527
1790,Uptown,3803-05-01 00:00:00,32.747148,-117.160345
1791,Uptown,3804-05-01 00:00:00,32.747195,-117.160527
1792,Uptown,3805-05-01 00:00:00,32.747221,-117.160345
1793,Uptown,3806-05-01 00:00:00,32.747292,-117.160528
1794,Uptown,3807-05-01 00:00:00,32.747317,-117.160346
1795,Uptown,3809-05-01 00:00:00,32.747366,-117.160347
1796,Uptown,3810-05-01 00:00:00,32.747412,-117.160529
1797,Uptown,3811-05-01 00:00:00,32.747438,-117.160348
1798,Uptown,3812-05-01 00:00:00,32.747509,-117.16053
1799,Uptown,3813-05-01 00:00:00,32.747534,-117.160349
1800,Uptown,3814-05-01 00:00:00,32.747581,-117.160531
1801,Uptown,3815-05-01 00:00:00,32.747631,-117.16035
1802,Uptown,3816-05-01 00:00:00,32.747678,-117.160532
1803,Uptown,3817-05-01 00:00:00,32.747703,-117.16035
1804,Uptown,3818-05-01 00:00:00,32.74775,-117.160533
1805,Uptown,3819-05-01 00:00:00,32.7478,-117.160351
1806,Uptown,3820-05-01 00:00:00,32.747847,-117.160534
1807,Uptown,3821-05-01 00:00:00,32.747872,-117.160352
1808,Uptown,3822-05-01 00:00:00,32.747943,-117.160535
1809,Uptown,3823-05-01 00:00:00,32.747969,-117.160353
1810,Uptown,3824-05-01 00:00:00,32.748016,-117.160536
1811,Uptown,3826-05-01 00:00:00,32.748064,-117.160536
1812,Uptown,3828-05-01 00:00:00,32.748112,-117.160537
1813,Uptown,3830-05-01 00:00:00,32.748136,-117.160537
1814,Uptown,3832-05-01 00:00:00,32.748185,-117.160537
1815,Uptown,5-3800W,32.747755,-117.160506
1816,Uptown,5-3801,32.747052,-117.160344
1817,Uptown,5-3802,32.747123,-117.160527
1818,Uptown,5-3803,32.747148,-117.160345
1819,Uptown,5-3804,32.747195,-117.160527
1820,Uptown,5-3805,32.747221,-117.160345
1821,Uptown,5-3806,32.747292,-117.160528
1822,Uptown,5-3807,32.747317,-117.160346
1823,Uptown,5-3809,32.747366,-117.160347
1824,Uptown,5-3810,32.747412,-117.160529
1825,Uptown,5-3811,32.747438,-117.160348
1826,Uptown,5-3812,32.747509,-117.16053
1827,Uptown,5-3813,32.747534,-117.160349
1828,Uptown,5-3814,32.747581,-117.160531
1829,Uptown,5-3815,32.747631,-117.16035
1830,Uptown,5-3816,32.747678,-117.160532
1831,Uptown,5-3817,32.747703,-117.16035
1832,Uptown,5-3818,32.74775,-117.160533
1833,Uptown,5-3819,32.7478,-117.160351
1834,Uptown,5-3820,32.747847,-117.160534
1835,Uptown,5-3821,32.747872,-117.160352
1836,Uptown,5-3822,32.747943,-117.160535
1837,Uptown,5-3823,32.747969,-117.160353
1838,Uptown,5-3824,32.748016,-117.160536
1839,Uptown,5-3826,32.748064,-117.160536
1840,Uptown,5-3828,32.748112,-117.160537
1841,Uptown,5-3830,32.748136,-117.160537
1842,Uptown,5-3832,32.748185,-117.160537
1843,Uptown,3802-04-01 00:00:00,32.747066,-117.1617
1844,Uptown,3803-04-01 00:00:00,32.747115,-117.161518
1845,Uptown,3804-04-01 00:00:00,32.747162,-117.161701
1846,Uptown,3805-04-01 00:00:00,32.747211,-117.161519
1847,Uptown,3806-04-01 00:00:00,32.747259,-117.161701
1848,Uptown,3807-04-01 00:00:00,32.747308,-117.16152
1849,Uptown,3808-04-01 00:00:00,32.747355,-117.161702
1850,Uptown,3809-04-01 00:00:00,32.747404,-117.16152
1851,Uptown,3810-04-01 00:00:00,32.747451,-117.161703
1852,Uptown,3811-04-01 00:00:00,32.7475,-117.161521
1853,Uptown,3812-04-01 00:00:00,32.747548,-117.161704
1854,Uptown,3814-04-01 00:00:00,32.747596,-117.161704
1855,Uptown,3815-04-01 00:00:00,32.747645,-117.161522
1856,Uptown,3816-04-01 00:00:00,32.747692,-117.161705
1857,Uptown,3818-04-01 00:00:00,32.747747,-117.161705
1858,Uptown,3819-04-01 00:00:00,32.747789,-117.161523
1859,Uptown,3820-04-01 00:00:00,32.747657,-117.161622
1860,Uptown,3821-04-01 00:00:00,32.747837,-117.161524
1861,Uptown,3823-04-01 00:00:00,32.747886,-117.161524
1862,Uptown,3825-04-01 00:00:00,32.747934,-117.161524
1863,Uptown,3827-04-01 00:00:00,32.747982,-117.161525
1864,Uptown,3829-04-01 00:00:00,32.74803,-117.161525
1865,Uptown,3830-04-01 00:00:00,32.748077,-117.161708
1866,Uptown,3831-04-01 00:00:00,32.748126,-117.161526
1867,Uptown,3832-04-01 00:00:00,32.748174,-117.161708
1868,Uptown,4-3800,32.748174,-117.161708
1869,Uptown,4-3800E,32.74772,-117.161537
1870,Uptown,4-3802,32.747292,-117.161714
1871,Uptown,4-3803,32.747115,-117.161518
1872,Uptown,4-3804,32.747197,-117.16164
1873,Uptown,4-3805,32.747211,-117.161519
1874,Uptown,4-3806,32.747321,-117.161763
1875,Uptown,4-3807,32.747308,-117.16152
1876,Uptown,4-3808,32.747377,-117.161755
1877,Uptown,4-3809,32.747404,-117.16152
1878,Uptown,4-3810,32.747451,-117.161703
1879,Uptown,4-3811,32.7475,-117.161521
1880,Uptown,4-3812,32.747548,-117.161704
1881,Uptown,4-3814,32.747596,-117.161704
1882,Uptown,4-3815,32.747645,-117.161522
1883,Uptown,4-3816,32.747692,-117.161705
1884,Uptown,4-3818,32.747747,-117.161705
1885,Uptown,4-3819,32.747789,-117.161523
1886,Uptown,4-3820,32.747666,-117.161683
1887,Uptown,4-3821,32.747837,-117.161524
1888,Uptown,4-3823,32.747886,-117.161524
1889,Uptown,4-3825,32.747934,-117.161524
1890,Uptown,4-3827,32.747982,-117.161525
1891,Uptown,4-3829,32.74803,-117.161525
1892,Uptown,4-3830,32.748077,-117.161708
1893,Uptown,4-3831,32.748126,-117.161526
1894,Uptown,4-3832,32.748174,-117.161708
1895,Uptown,3803-06-01 00:00:00,32.74712,-117.159446
1896,Uptown,3805-06-01 00:00:00,32.747221,-117.159447
1897,Uptown,3807-06-01 00:00:00,32.747321,-117.159447
1898,Uptown,3809-06-01 00:00:00,32.747421,-117.159448
1899,Uptown,3810-06-01 00:00:00,32.748199,-117.159452
1900,Uptown,3811-06-01 00:00:00,32.747522,-117.159448
1901,Uptown,3813-06-01 00:00:00,32.719187,-117.144733
1902,Uptown,3815-06-01 00:00:00,32.719187,-117.144733
1903,Uptown,3816-06-01 00:00:00,32.747621,-117.159631
1904,Uptown,3817-06-01 00:00:00,32.747697,-117.159449
1905,Uptown,3818-06-01 00:00:00,32.747822,-117.159632
1906,Uptown,3819-06-01 00:00:00,32.747898,-117.15945
1907,Uptown,3820-06-01 00:00:00,32.747998,-117.159633
1908,Uptown,3821-06-01 00:00:00,32.748099,-117.159451
1909,Uptown,3823-06-01 00:00:00,32.748199,-117.159452
1910,Uptown,6-3803,32.74712,-117.159446
1911,Uptown,6-3805,32.747221,-117.159447
1912,Uptown,6-3807,32.747321,-117.159447
1913,Uptown,6-3809,32.747421,-117.159448
1914,Uptown,6-3810,32.747477,-117.159636
1915,Uptown,6-3811,32.747522,-117.159448
1916,Uptown,6-3813,32.719187,-117.144733
1917,Uptown,6-3815,32.719187,-117.144733
1918,Uptown,6-3816,32.747621,-117.159631
1919,Uptown,6-3817,32.747697,-117.159449
1920,Uptown,6-3818,32.747822,-117.159632
1921,Uptown,6-3819,32.747898,-117.15945
1922,Uptown,6-3820,32.747998,-117.159633
1923,Uptown,6-3821,32.748099,-117.159451
1924,Uptown,6-3823,32.748199,-117.159452
1925,Uptown,3900-04-01 00:00:00,32.748407,-117.16171
1926,Uptown,3902-04-01 00:00:00,32.748468,-117.161711
1927,Uptown,3904-04-01 00:00:00,32.74853,-117.161711
1928,Uptown,3905-04-01 00:00:00,32.748561,-117.16153
1929,Uptown,3906-04-01 00:00:00,32.748621,-117.161712
1930,Uptown,3907-04-01 00:00:00,32.748683,-117.161531
1931,Uptown,3909-04-01 00:00:00,32.748714,-117.161531
1932,Uptown,3911-04-01 00:00:00,32.748775,-117.161531
1933,Uptown,3912-04-01 00:00:00,32.748865,-117.161714
1934,Uptown,3913-04-01 00:00:00,32.748897,-117.161532
1935,Uptown,3915-04-01 00:00:00,32.748958,-117.161533
1936,Uptown,3917-04-01 00:00:00,32.749019,-117.161533
1937,Uptown,3918-04-01 00:00:00,32.749079,-117.161716
1938,Uptown,3919-04-01 00:00:00,32.749111,-117.161534
1939,Uptown,3921-04-01 00:00:00,32.749172,-117.161535
1940,Uptown,3922-04-01 00:00:00,32.749263,-117.161718
1941,Uptown,3924-04-01 00:00:00,32.749293,-117.161718
1942,Uptown,3926-04-01 00:00:00,32.749194,-117.161757
1943,Uptown,3928-04-01 00:00:00,32.749354,-117.161718
1944,Uptown,3929-04-01 00:00:00,32.749416,-117.161537
1945,Uptown,3930-04-01 00:00:00,32.749476,-117.161719
1946,Uptown,3932-04-01 00:00:00,32.749537,-117.16172
1947,Uptown,3938-04-01 00:00:00,32.749598,-117.16172
1948,Uptown,3939-04-01 00:00:00,32.74963,-117.161538
1949,Uptown,3940-04-01 00:00:00,32.749631,-117.161649
1950,Uptown,3941-04-01 00:00:00,32.749691,-117.161539
1951,Uptown,3942-04-01 00:00:00,32.749751,-117.161722
1952,Uptown,4-3900,32.748407,-117.16171
1953,Uptown,4-3900E,32.748902,-117.161576
1954,Uptown,4-3902,32.748468,-117.161711
1955,Uptown,4-3904,32.74853,-117.161711
1956,Uptown,4-3905,32.748561,-117.16153
1957,Uptown,4-3906,32.748621,-117.161712
1958,Uptown,4-3907,32.748683,-117.161531
1959,Uptown,4-3908,32.749751,-117.161722
1960,Uptown,4-3909,32.748714,-117.161531
1961,Uptown,4-3911,32.748775,-117.161531
1962,Uptown,4-3912,32.748865,-117.161714
1963,Uptown,4-3913,32.748897,-117.161532
1964,Uptown,4-3915,32.748958,-117.161533
1965,Uptown,4-3917,32.749019,-117.161533
1966,Uptown,4-3918,32.749079,-117.161716
1967,Uptown,4-3919,32.749111,-117.161534
1968,Uptown,4-3921,32.749172,-117.161535
1969,Uptown,4-3922,32.749263,-117.161718
1970,Uptown,4-3924,32.749293,-117.161718
1971,Uptown,4-3926,32.749194,-117.161757
1972,Uptown,4-3928,32.749354,-117.161718
1973,Uptown,4-3929,32.749416,-117.161537
1974,Uptown,4-3930,32.749476,-117.161719
1975,Uptown,4-3932,32.749537,-117.16172
1976,Uptown,4-3934,32.749751,-117.161722
1977,Uptown,4-3938,32.749598,-117.16172
1978,Uptown,4-3939,32.74963,-117.161538
1979,Uptown,4-3940,32.749631,-117.161649
1980,Uptown,4-3941,32.749691,-117.161539
1981,Uptown,4-3942,32.749751,-117.161722
1982,Uptown,3902-05-01 00:00:00,32.748479,-117.16054
1983,Uptown,3904-05-01 00:00:00,32.748567,-117.160541
1984,Uptown,3906-05-01 00:00:00,32.748626,-117.160541
1985,Uptown,3909-05-01 00:00:00,32.748656,-117.16036
1986,Uptown,3911-05-01 00:00:00,32.748715,-117.16036
1987,Uptown,3912-05-01 00:00:00,32.748772,-117.160543
1988,Uptown,3913-05-01 00:00:00,32.748803,-117.160361
1989,Uptown,3914-05-01 00:00:00,32.74886,-117.160543
1990,Uptown,3915-05-01 00:00:00,32.748891,-117.160362
1991,Uptown,3916-05-01 00:00:00,32.748948,-117.160544
1992,Uptown,3917-05-01 00:00:00,32.749008,-117.160362
1993,Uptown,3918-05-01 00:00:00,32.748916,-117.160363
1994,Uptown,3920-05-01 00:00:00,32.749066,-117.160545
1995,Uptown,3922-05-01 00:00:00,32.749095,-117.160545
1996,Uptown,3923-05-01 00:00:00,32.749155,-117.160364
1997,Uptown,3925-05-01 00:00:00,32.749184,-117.160364
1998,Uptown,3926-05-01 00:00:00,32.749242,-117.160547
1999,Uptown,3927-05-01 00:00:00,32.749301,-117.160365
2000,Uptown,3928-05-01 00:00:00,32.749359,-117.160548
2001,Uptown,3929-05-01 00:00:00,32.749389,-117.160366
