,zone,pole,lat,lng
4395,Downtown,J-113,32.709288,-117.163301
4396,Downtown,J-114,32.709442,-117.163251
4397,Downtown,J-116,32.709442,-117.163213
4398,Downtown,J-118,32.709442,-117.163163
4399,Downtown,J-120,32.709442,-117.163125
4400,Downtown,J-122,32.709442,-117.163087
4401,Downtown,J-124,32.709442,-117.163036
4402,Downtown,J-126,32.709442,-117.162998
4403,Downtown,J-130,32.709443,-117.16296
4404,Downtown,J-132,32.709443,-117.16291
4405,Downtown,J-1315,32.70935,-117.152504
4406,Downtown,J-1317,32.709352,-117.15222
4407,Downtown,J-1500N,32.70959,-117.149902
4408,Downtown,J-300,32.709456,-117.161832
4409,Downtown,J-300S,32.709313,-117.161497
4410,Downtown,J-302,32.709456,-117.16175
4411,Downtown,J-313,32.708897,-117.150463
4412,Downtown,J-315,32.70914,-117.150421
4413,Downtown,J-316,32.709461,-117.16138
4414,Downtown,J-317,32.709081,-117.150475
4415,Downtown,J-318,32.709458,-117.161292
4416,Downtown,J-319,32.70916,-117.150298
4417,Downtown,J-321,32.709137,-117.150481
4418,Downtown,J-400S,32.709338,-117.160738
4419,Downtown,J-401,32.709305,-117.160938
4420,Downtown,J-403,32.709305,-117.160887
4421,Downtown,J-404,32.709459,-117.160836
4422,Downtown,J-405,32.709305,-117.160786
4423,Downtown,J-406,32.709458,-117.160466
4424,Downtown,J-407,32.709305,-117.160736
4425,Downtown,J-408,32.709458,-117.160668
4426,Downtown,J-409,32.709304,-117.160635
4427,Downtown,J-410,32.709458,-117.160567
4428,Downtown,J-411,32.709304,-117.160517
4429,Downtown,J-413,32.709304,-117.160416
4430,Downtown,J-415,32.709304,-117.160315
4431,Downtown,J-417,32.709304,-117.160264
4432,Downtown,J-500S,32.709309,-117.159335
4433,Downtown,J-501,32.709305,-117.159887
4434,Downtown,J-503,32.709307,-117.159703
4435,Downtown,J-505,32.709308,-117.159519
4436,Downtown,J-507,32.709309,-117.159335
4437,Downtown,J-600N,32.709409,-117.158782
4438,Downtown,J-600S,32.709312,-117.158322
4439,Downtown,J-700S,32.709269,-117.157946
4440,Downtown,J-710,32.709477,-117.158099
4441,Downtown,J-711,32.709372,-117.157769
4442,Downtown,J-712,32.709477,-117.157928
4443,Downtown,J-713,32.709372,-117.157769
4444,Downtown,J-714,32.709477,-117.157758
4445,Downtown,J-716,32.709477,-117.157587
4446,Downtown,J-800N,32.709533,-117.156876
4447,Downtown,J-800S,32.70943,-117.156827
4448,Downtown,J-900,32.709375,-117.1563
4449,Downtown,J-900N,32.709562,-117.155886
4450,Downtown,J-900S,32.70935,-117.156001
4451,Downtown,J-902,32.709612,-117.156306
4452,Uptown,JN-100,32.729358,-117.163652
4453,Uptown,JN-102,32.72936,-117.163458
4454,Uptown,JN-104,32.729363,-117.163248
4455,Mid-City,JN-3000,32.729732,-117.129623
4456,Mid-City,JN-3001,32.729577,-117.12926
4457,Mid-City,JN-3002,32.729729,-117.12894
4458,Mid-City,JN-3003,32.729574,-117.128667
4459,Mid-City,JN-3004,32.729727,-117.128392
4460,Mid-City,JN-3005,32.729572,-117.128119
4461,Mid-City,JN-3006,32.729724,-117.127799
4462,Uptown,JN-524,32.729382,-117.159836
4463,Downtown,K-300N,32.708416,-117.161613
4464,Downtown,K-300S,32.708273,-117.16151
4465,Downtown,K-301,32.708243,-117.161701
4466,Downtown,K-302,32.708397,-117.161621
4467,Downtown,K-303,32.708244,-117.161535
4468,Downtown,K-305,32.708245,-117.161452
4469,Downtown,K-306,32.7084,-117.161372
4470,Downtown,K-307,32.708247,-117.161286
4471,Downtown,K-308,32.708402,-117.161206
4472,Downtown,K-309,32.708249,-117.16112
4473,Downtown,K-400,32.708301,-117.160952
4474,Downtown,K-402,32.708252,-117.160718
4475,Downtown,K-404,32.70829,-117.160947
4476,Downtown,K-406,32.708288,-117.160946
4477,Downtown,K-408,32.708284,-117.16075
4478,Downtown,K-410,32.708269,-117.160737
4479,Downtown,K-502,32.708409,-117.159894
4480,Downtown,K-504,32.70841,-117.159729
4481,Downtown,K-515,32.708258,-117.159563
4482,Downtown,K-517,32.708259,-117.159398
4483,Mid-City,KA-4237,32.754743,-117.131321
4484,Mid-City,KA-4239,32.755025,-117.131323
4485,Mid-City,KA-4301,32.755981,-117.131327
4486,Mid-City,KA-4303,32.755891,-117.131341
4487,Mid-City,KA-4309,32.756933,-117.13133
4488,Mid-City,KA-4311,32.755858,-117.131369
4489,Uptown,KL-300,32.730423,-117.161991
4490,Uptown,KL-302,32.730424,-117.161907
4491,Uptown,KL-304,32.730424,-117.161823
4492,Uptown,KL-316,32.730425,-117.16174
4493,Uptown,KL-318,32.730426,-117.161656
4494,Uptown,KL-320,32.730426,-117.161572
4495,Uptown,KL-322,32.730427,-117.161489
4496,Uptown,KL-324,32.730427,-117.161405
4497,Uptown,KL-326,32.730428,-117.161322
4498,Uptown,KL-400,32.730429,-117.161079
4499,Uptown,KL-402,32.73043,-117.161011
4500,Uptown,KL-404,32.73043,-117.160927
4501,Uptown,KL-406,32.73043,-117.16086
4502,Uptown,KL-408,32.730431,-117.160776
4503,Uptown,KL-418,32.730431,-117.160708
4504,Uptown,KL-420,32.730431,-117.160624
4505,Uptown,KL-422,32.730432,-117.160557
4506,Uptown,KL-424,32.730432,-117.160473
4507,Uptown,KL-426,32.730432,-117.160405
4508,Uptown,KL-428,32.730391,-117.160549
4509,Uptown,KL-507,32.730281,-117.159842
4510,Downtown,KT-1021,32.715951,-117.169088
4511,Downtown,KT-1023,32.716133,-117.169088
4512,Downtown,KT-1125,32.717569,-117.169083
4513,Downtown,KT-1205,32.71788,-117.169086
4514,Downtown,KT-1207,32.717938,-117.169087
4515,Downtown,KT-1209,32.717996,-117.169087
4516,Downtown,KT-1211,32.718053,-117.169087
4517,Downtown,KT-1213,32.718111,-117.169087
4518,Downtown,KT-1214,32.718187,-117.169269
4519,Downtown,KT-1215,32.718226,-117.169087
4520,Downtown,KT-1216,32.718302,-117.169269
4521,Downtown,KT-1217,32.71836,-117.169087
4522,Downtown,KT-1223,32.718418,-117.169087
4523,Downtown,KT-1400W,32.720672,-117.169279
4524,Downtown,KT-1401,32.720047,-117.169095
4525,Downtown,KT-1403,32.720182,-117.169094
4526,Downtown,KT-1405,32.720316,-117.169094
4527,Downtown,KT-1407,32.720273,-117.168806
4528,Downtown,KT-1413,32.720451,-117.169093
4529,Downtown,KT-1415,32.720585,-117.169092
4530,Downtown,KT-1417,32.720719,-117.169091
4531,Downtown,KT-1500W,32.721591,-117.169296
4532,Downtown,KT-1600W,32.722677,-117.169133
4533,Downtown,KT-1600W1,32.722508,-117.169262
4534,Downtown,KT-1600W2,32.722677,-117.169133
4535,Downtown,KT-1700W,32.723336,-117.169256
4536,Downtown,KT-1700W1,32.723336,-117.169256
4537,Downtown,KT-1700W2,32.723871,-117.169355
4538,Downtown,KT-1705,32.723076,-117.169096
4539,Downtown,KT-1709,32.723174,-117.169108
4540,Downtown,KT-1719,32.723333,-117.16914
4541,Downtown,KT-1738,32.723718,-117.169379
4542,Downtown,KT-1740,32.723445,-117.169348
4543,Downtown,KT-1904,32.724363,-117.169601
4544,Downtown,KT-1906,32.724382,-117.169601
4545,Downtown,KT-1908,32.724431,-117.169631
4546,Downtown,KT-1909,32.724613,-117.169524
4547,Downtown,KT-1910,32.72448,-117.16963
4548,Downtown,KT-1912,32.724485,-117.169658
4549,Downtown,KT-1914,32.724485,-117.169658
4550,Downtown,KT-1916,32.724717,-117.169626
4551,Downtown,KT-1918,32.724552,-117.169777
4552,Downtown,KT-1920,32.724575,-117.16977
4553,Downtown,KT-2000,32.725271,-117.170004
4554,Downtown,KT-2001,32.725432,-117.169881
4555,Downtown,KT-2003,32.72554,-117.169928
4556,Downtown,KT-2004,32.725613,-117.170153
4557,Downtown,KT-2006,32.725722,-117.1702
4558,Downtown,KT-2015,32.725883,-117.170077
4559,Downtown,KT-2017,32.725991,-117.170124
4560,Downtown,KT-2100,32.726376,-117.170426
4561,Downtown,KT-2100W,32.726917,-117.17053
4562,Downtown,KT-2101,32.726185,-117.170323
4563,Downtown,KT-2102,32.726297,-117.17043
4564,Downtown,KT-2103,32.726363,-117.170367
4565,Downtown,KT-2107,32.726471,-117.170336
4566,Downtown,KT-2109,32.726683,-117.170358
4567,Downtown,KT-2111,32.726697,-117.170347
4568,Downtown,KT-2113,32.726774,-117.170391
4569,Downtown,KT-2115,32.726869,-117.170416
4570,Downtown,KT-2116,32.726508,-117.170547
4571,Downtown,KT-2117,32.726868,-117.170442
4572,Downtown,KT-2118,32.726599,-117.170587
4573,Downtown,KT-2119,32.726917,-117.170477
4574,Downtown,KT-2122,32.72669,-117.170628
4575,Downtown,KT-2123,32.726835,-117.170498
4576,Downtown,KT-2124,32.726872,-117.170709
4577,Downtown,KT-2126,32.726963,-117.170749
4578,Downtown,KT-2202,32.727315,-117.170893
4579,Downtown,KT-2204,32.727132,-117.170821
4580,Downtown,KT-2206,32.727132,-117.170821
4581,Downtown,KT-2208,32.727319,-117.170928
4582,Downtown,KT-2210,32.727244,-117.170867
4583,Downtown,KT-2212,32.727407,-117.170867
4584,Downtown,KT-2400W,32.728663,-117.171461
4585,Downtown,KT-2400W1,32.728663,-117.171461
4586,Downtown,KT-2400W2,32.728808,-117.17151
4587,Downtown,KT-2473,32.729702,-117.171878
4588,Downtown,KT-2475,32.729721,-117.171967
4589,City,KT-2700,32.732113,-117.172983
4590,City,KT-2702,32.732216,-117.173028
4591,City,KT-2704,32.73232,-117.173073
4592,City,KT-2706,32.732438,-117.173124
4593,City,KT-2708,32.732538,-117.173168
4594,City,KT-2710,32.732636,-117.173218
4595,City,KT-2810,32.733112,-117.173579
4596,Downtown,KT-609,32.712093,-117.169097
4597,Downtown,KT-611,32.712296,-117.169097
4598,Downtown,KT-700E,32.71306,-117.169136
4599,Downtown,KT-700W,32.713603,-117.169281
4600,Downtown,KT-800E,32.714217,-117.169002
4601,Downtown,KT-800W,32.714092,-117.169275
4602,Downtown,KT-900W,32.715034,-117.169108
4603,Uptown,LA-300,32.731461,-117.162017
4604,Uptown,LA-301,32.731308,-117.161949
4605,Uptown,LA-302,32.731462,-117.161865
4606,Uptown,LA-304,32.731462,-117.161798
4607,Uptown,LA-305,32.731309,-117.161746
4608,Uptown,LA-306,32.731463,-117.161663
4609,Uptown,LA-307,32.731309,-117.161595
4610,Uptown,LA-308,32.731464,-117.161528
4611,Uptown,LA-310,32.731464,-117.161444
4612,Uptown,LA-312,32.731464,-117.161377
4613,Uptown,LA-315,32.731311,-117.161325
4614,Uptown,LA-400,32.731466,-117.161101
4615,Uptown,LA-402,32.731466,-117.161034
4616,Uptown,LA-404,32.731466,-117.16095
4617,Uptown,LA-405,32.731312,-117.160899
4618,Uptown,LA-406,32.731467,-117.160816
4619,Uptown,LA-407,32.731313,-117.160749
4620,Uptown,LA-408,32.731467,-117.160683
4621,Uptown,LA-409,32.731314,-117.160615
4622,Uptown,LA-410,32.731468,-117.160532
4623,Uptown,LA-411,32.731314,-117.160481
4624,Uptown,LA-412,32.731469,-117.160398
4625,Mid-City,LP-5800,32.771743,-117.071647
4626,Mid-City,LP-5802,32.771739,-117.071416
4627,Mid-City,LP-5804,32.771736,-117.071211
4628,Mid-City,LP-5806,32.771732,-117.071006
4629,Mid-City,LP-5808,32.771728,-117.070775
4630,Mid-City,LS-4200,32.75416,-117.140172
4631,Mid-City,LS-4202,32.754249,-117.14017
4632,Mid-City,LS-4204,32.754338,-117.140168
4633,Mid-City,LS-4206,32.754427,-117.140167
4634,Mid-City,LS-4208,32.754516,-117.140165
4635,Mid-City,LS-4220,32.754605,-117.140163
4636,Mid-City,LS-4222,32.754713,-117.140162
4637,Mid-City,LS-4224,32.75477,-117.140163
4638,Mid-City,LS-4226,32.754808,-117.140164
4639,Mid-City,LS-4228,32.754865,-117.140165
4640,Mid-City,LS-4230,32.754922,-117.140166
4641,Mid-City,LS-4232,32.754979,-117.140166
4642,Mid-City,LS-4234,32.755036,-117.140167
4643,Mid-City,LS-4236,32.755092,-117.140168
4644,Mid-City,LS-4238,32.755149,-117.140169
4645,Mid-City,LS-4240,32.755206,-117.14017
4646,Mid-City,LS-4303,32.756262,-117.139988
4647,Mid-City,M-4201,32.75419,-117.14121
4648,Mid-City,M-4203,32.75431,-117.141211
4649,Mid-City,M-4205,32.754429,-117.141212
4650,Mid-City,M-4207,32.754549,-117.141213
4651,Mid-City,M-4209,32.75469,-117.141214
4652,Mid-City,M-4211,32.754738,-117.141213
4653,Mid-City,M-4219,32.754787,-117.141213
4654,Mid-City,M-4221,32.754851,-117.141213
4655,Mid-City,M-4227,32.7549,-117.141213
4656,Mid-City,M-4229,32.754948,-117.141213
4657,Mid-City,M-4237,32.754882,-117.141252
4658,Mid-City,M-4239,32.755045,-117.141212
4659,Mid-City,M-4241,32.755094,-117.141212
4660,Mid-City,M-4243,32.755142,-117.141212
4661,Mid-City,M-4245,32.755191,-117.141212
4662,Mid-City,MA-1800,32.761052,-117.145841
4663,Mid-City,MA-1802,32.76105,-117.145433
4664,Mid-City,MD-2917,32.757214,-117.130738
4665,Mid-City,MD-2919,32.757215,-117.130555
4666,Mid-City,ME-1802,32.757555,-117.146008
4667,Mid-City,ME-1804,32.757755,-117.145654
4668,Mid-City,ME-1806,32.757921,-117.145359
4669,City,MN-1827,32.699751,-117.147804
4670,City,MN-1829,32.699391,-117.147282
4671,City,MN-2808,32.692883,-117.133469
4672,City,MN-2812,32.692886,-117.133316
4673,City,MN-2814,32.69289,-117.133124
4674,City,MN-2816,32.692891,-117.132968
4675,City,MN-2824,32.692891,-117.132815
4676,City,MN-2826,32.692892,-117.132661
4677,City,MN-2828,32.692892,-117.132508
4678,City,MN-2830,32.692892,-117.132354
4679,City,MN-2838,32.692892,-117.132162
4680,City,MN-2840,32.692892,-117.132009
4681,City,MN-2842,32.692893,-117.131855
4682,Uptown,MO-1729,32.759032,-117.14676
4683,Uptown,MO-1732,32.759207,-117.14655
4684,Uptown,MO-1734,32.759195,-117.146514
4685,Uptown,MO-1737,32.759051,-117.146457
4686,Mid-City,MO-1800,32.759211,-117.146195
4687,Mid-City,MO-1802,32.759206,-117.14605
4688,Uptown,MP-300,32.732716,-117.162115
4689,Uptown,MP-302,32.732405,-117.162264
4690,Uptown,MP-304,32.732451,-117.161965
4691,Uptown,MP-306,32.732482,-117.161918
4692,Uptown,MP-308,32.732521,-117.161891
4693,Uptown,MP-310,32.732481,-117.161921
4694,Uptown,MP-312,32.732486,-117.161837
4695,Uptown,MP-314,32.732572,-117.162411
4696,Uptown,MP-316,32.732514,-117.161687
4697,Uptown,MP-318,32.732534,-117.161716
4698,Uptown,MP-320,32.732503,-117.161788
4699,Uptown,MP-322,32.732506,-117.161334
4700,Uptown,MP-324,32.732474,-117.161634
4701,Uptown,MP-326,32.732427,-117.16187
4702,Uptown,MP-328,32.732506,-117.161334
4703,Uptown,MP-330,32.732506,-117.161334
4704,Uptown,MP-404,32.732507,-117.161059
4705,Uptown,MP-406,32.732508,-117.160942
4706,Uptown,MP-410,32.732355,-117.160708
4707,Uptown,MP-411,32.732354,-117.160824
4708,Uptown,MP-412,32.732355,-117.160708
4709,Uptown,MP-413,32.732355,-117.160708
4710,Uptown,MP-414,32.732355,-117.160708
4711,Uptown,MP-503,32.730222,-117.160737
4712,Uptown,MP-507,32.732357,-117.160004
4713,Downtown,N-1001,32.715881,-117.1682
4714,Downtown,N-1003,32.71599,-117.1682
4715,Downtown,N-1005,32.7161,-117.1682
4716,Downtown,N-1006,32.716228,-117.168383
4717,Downtown,N-1008,32.716337,-117.168383
4718,Downtown,N-1010,32.716465,-117.168383
4719,Downtown,N-1012,32.716575,-117.168383
4720,Downtown,N-1116,32.717363,-117.168293
4721,Downtown,N-1118,32.717399,-117.168314
4722,Downtown,N-1120,32.717627,-117.168292
4723,Downtown,N-1122,32.717631,-117.168294
4724,Downtown,N-1123,32.717421,-117.168053
4725,Downtown,N-1124,32.71763,-117.168296
4726,Downtown,N-1125,32.717645,-117.168342
4727,Downtown,N-1126,32.717691,-117.168275
4728,Downtown,N-1127,32.717509,-117.168704
4729,Downtown,N-1128,32.717757,-117.168308
4730,Downtown,N-1200,32.717902,-117.168402
4731,Downtown,N-1200W,32.718602,-117.168014
4732,Downtown,N-1202,32.718011,-117.168436
4733,Downtown,N-1204,32.718011,-117.168495
4734,Downtown,N-1207,32.718129,-117.168377
4735,Downtown,N-1213,32.71823,-117.168289
4736,Downtown,N-1300E,32.719605,-117.16839
4737,Downtown,N-1301,32.718959,-117.168249
4738,Downtown,N-1302,32.719063,-117.168309
4739,Downtown,N-1306,32.71915,-117.168275
4740,Downtown,N-1307,32.719173,-117.16823
4741,Downtown,N-1309,32.719178,-117.168224
4742,Downtown,N-1310,32.719326,-117.168219
4743,Downtown,N-1314,32.719489,-117.168409
4744,Downtown,N-1316,32.71956,-117.16817
4745,Downtown,N-1318,32.719617,-117.168174
4746,Downtown,N-1320,32.719641,-117.168264
4747,Downtown,N-1321,32.719596,-117.168396
4748,Downtown,N-1322,32.719702,-117.168219
4749,Downtown,N-1323,32.719588,-117.168423
4750,Downtown,N-1325,32.719605,-117.16839
4751,Downtown,N-1400,32.719999,-117.168442
4752,Downtown,N-1402,32.720085,-117.16839
4753,Downtown,N-1403,32.720203,-117.168258
4754,Downtown,N-1404,32.720065,-117.168395
4755,Downtown,N-1405,32.720149,-117.168739
4756,Downtown,N-1407,32.720268,-117.168779
4757,Downtown,N-1409,32.720238,-117.168769
4758,Downtown,N-1411,32.720271,-117.168773
4759,Downtown,N-1413,32.720247,-117.168345
4760,Downtown,N-1416,32.720539,-117.168337
4761,Downtown,N-1418,32.720541,-117.168335
4762,Downtown,N-1500E,32.721209,-117.168327
4763,Downtown,N-1500W,32.721454,-117.168436
4764,Downtown,N-1504,32.715329,-117.157255
4765,Downtown,N-1523,32.721401,-117.168451
4766,Downtown,N-1525,32.721483,-117.168394
4767,Downtown,N-1530,32.721764,-117.168444
4768,Downtown,N-1540,32.721764,-117.168444
4769,Downtown,N-1542,32.721764,-117.168444
4770,Downtown,N-1600E,32.722482,-117.168213
4771,Downtown,N-1600W,32.72235,-117.168261
4772,Downtown,N-1624,32.722792,-117.168311
4773,Downtown,N-1626,32.722792,-117.16831
4774,Downtown,N-1635,32.722405,-117.168339
4775,Downtown,N-1637,32.722457,-117.168293
4776,Downtown,N-1639,32.722677,-117.168276
4777,Downtown,N-1641,32.722708,-117.168163
4778,Downtown,N-1645,32.722784,-117.16823
4779,Downtown,N-1647,32.722779,-117.168252
4780,Downtown,N-1700E,32.723373,-117.168265
4781,Downtown,N-1712,32.723635,-117.168441
4782,Downtown,N-1714,32.723605,-117.168443
4783,Downtown,N-1739,32.723703,-117.168377
4784,Downtown,N-1741,32.723792,-117.168341
4785,Downtown,N-1800W,32.7241,-117.168513
4786,Downtown,N-1801,32.723744,-117.168369
4787,Downtown,N-1803,32.723767,-117.168358
4788,Downtown,N-1809,32.723979,-117.168431
4789,Downtown,N-1811,32.72404,-117.168437
4790,Downtown,N-1815,32.724156,-117.168456
4791,Downtown,N-1900E,32.725071,-117.168811
4792,Downtown,N-1901,32.724636,-117.168768
4793,Downtown,N-1903,32.724621,-117.168725
4794,Downtown,N-1905,32.724553,-117.168538
4795,Downtown,N-1907,32.724607,-117.168562
4796,Downtown,N-1909,32.724661,-117.168586
4797,Downtown,N-1911,32.72478,-117.168686
4798,Downtown,N-1927,32.724715,-117.16861
4799,Downtown,N-1929,32.724769,-117.168634
4800,Downtown,N-2000,32.725534,-117.16925
4801,Downtown,N-2001,32.725683,-117.169127
4802,Downtown,N-2002,32.7262,-117.169399
4803,Downtown,N-2003,32.725747,-117.16909
4804,Downtown,N-2004,32.7262,-117.169399
4805,Downtown,N-2008,32.725567,-117.169182
4806,Downtown,N-2011,32.725765,-117.169074
4807,Downtown,N-2015,32.725927,-117.169144
4808,Downtown,N-2017,32.726071,-117.169207
4809,Downtown,N-2019,32.726216,-117.16927
4810,Downtown,N-2022,32.726191,-117.169258
4811,Downtown,N-2024,32.7262,-117.169399
4812,Downtown,N-2100E,32.727059,-117.169637
4813,Downtown,N-2102,32.726658,-117.169696
4814,Downtown,N-2110,32.726461,-117.16957
4815,Downtown,N-2112,32.726534,-117.169602
4816,Downtown,N-2120,32.726589,-117.169627
4817,Downtown,N-2122,32.727192,-117.169821
4818,Downtown,N-2124,32.726644,-117.169651
4819,Downtown,N-2200E,32.727926,-117.170086
4820,Downtown,N-2200E1,32.727695,-117.16981
4821,Downtown,N-2202,32.727453,-117.170005
4822,Downtown,N-2203,32.727559,-117.169942
4823,Downtown,N-2205,32.727604,-117.169929
4824,Downtown,N-2207,32.727619,-117.169931
4825,Downtown,N-2209,32.72764,-117.169911
4826,Downtown,N-2211,32.727769,-117.170235
4827,Downtown,N-2303,32.728466,-117.170254
4828,Downtown,N-2305,32.728521,-117.170278
4829,Downtown,N-2307,32.728595,-117.170311
4830,Downtown,N-2309,32.72865,-117.170335
4831,Downtown,N-2311,32.728706,-117.170359
4832,Downtown,N-2318,32.728726,-117.170563
4833,Downtown,N-2322,32.728781,-117.170587
4834,Downtown,N-2323,32.72889,-117.170441
4835,Downtown,N-2325,32.728964,-117.170473
4836,Downtown,N-2326,32.728966,-117.170668
4837,Downtown,N-2327,32.729075,-117.170522
4838,Downtown,N-2328,32.729095,-117.170725
4839,Downtown,N-2343,32.729204,-117.170579
4840,Downtown,N-2345,32.72926,-117.170603
4841,Downtown,N-2402,32.729669,-117.170963
4842,Downtown,N-2406,32.729958,-117.171078
4843,Uptown,N-3535,32.739439,-117.177776
4844,Uptown,N-3537,32.739912,-117.178193
4845,Uptown,N-3541,32.740442,-117.178651
4846,Uptown,N-3639,32.741441,-117.179513
4847,Uptown,N-3641,32.741644,-117.179687
4848,Uptown,N-3643,32.74184,-117.179846
4849,Uptown,N-3647,32.742021,-117.17999
4850,Uptown,N-3649,32.742238,-117.180164
4851,Uptown,N-3661,32.742482,-117.180452
4852,Uptown,N-3663,32.74253,-117.180494
4853,Uptown,N-3665,32.742588,-117.180544
4854,Uptown,N-3705,32.742676,-117.180619
4855,Uptown,N-3707,32.742735,-117.180669
4856,Uptown,N-3708,32.742618,-117.180742
4857,Uptown,N-3709,32.742793,-117.180718
4858,Uptown,N-3710,32.742576,-117.180323
4859,Uptown,N-3711,32.742852,-117.180768
4860,Uptown,N-3712,32.742821,-117.180966
4861,Uptown,N-3713,32.74294,-117.180843
4862,Uptown,N-3714,32.742938,-117.181066
4863,Uptown,N-3715,32.742725,-117.180772
4864,Uptown,N-3716,32.743026,-117.18114
4865,Uptown,N-3717,32.742714,-117.180778
4866,Uptown,N-3718,32.74278,-117.18088
4867,Uptown,N-3719,32.742841,-117.180768
4868,Uptown,N-3720,32.742838,-117.180929
4869,Uptown,N-3721,32.742834,-117.180808
4870,Uptown,N-3723,32.742843,-117.180837
4871,Uptown,N-3725,32.742875,-117.180846
4872,Uptown,N-3726,32.742987,-117.181056
4873,Uptown,N-3727,32.742887,-117.180853
4874,Uptown,N-3728,32.743021,-117.181091
4875,Uptown,N-3729,32.742909,-117.180885
4876,Uptown,N-3731,32.742985,-117.18094
4877,Uptown,N-3733,32.742996,-117.180955
4878,Uptown,N-3735,32.743035,-117.180981
4879,Downtown,N-600,32.712223,-117.168393
4880,Downtown,N-602,32.712258,-117.168393
4881,Downtown,N-604,32.712299,-117.168393
4882,Downtown,N-606,32.712334,-117.168393
4883,Downtown,N-608,32.712375,-117.168392
4884,Downtown,N-614,32.71241,-117.168392
4885,Downtown,N-616,32.712451,-117.168392
4886,Downtown,N-618,32.712486,-117.168392
4887,City,NL-1701,32.702693,-117.148149
4888,City,NL-1703,32.702524,-117.147903
4889,City,NL-1711,32.702333,-117.147627
4890,City,NL-1713,32.702164,-117.147382
4891,City,NL-1749,32.701994,-117.147137
4892,City,NL-1751,32.701368,-117.146234
4893,City,NL-2928,32.696027,-117.130042
4894,Uptown,NR-3900W,32.748761,-117.149673
4895,Downtown,NR-3900Wx,32.715329,-117.157255
4896,Uptown,NU-100,32.733543,-117.163754
4897,Uptown,NU-102,32.733545,-117.163589
4898,Uptown,NU-114,32.733546,-117.163424
4899,Uptown,NU-116,32.733547,-117.163259
4900,Uptown,NU-300,32.733553,-117.162043
4901,Uptown,NU-301,32.733399,-117.162009
4902,Uptown,NU-302,32.733553,-117.161959
4903,Uptown,NU-303,32.733425,-117.161838
4904,Uptown,NU-304,32.733554,-117.161859
4905,Uptown,NU-305,32.733425,-117.161864
4906,Uptown,NU-306,32.733554,-117.161775
4907,Uptown,NU-307,32.733551,-117.161711
4908,Uptown,NU-309,32.733361,-117.161849
4909,Uptown,NU-311,32.733492,-117.161545
4910,Uptown,NU-312,32.733555,-117.161675
4911,Uptown,NU-313,32.733421,-117.16167
4912,Uptown,NU-315,32.733531,-117.161608
4913,Uptown,NU-316,32.733555,-117.161575
4914,Uptown,NU-317,32.733533,-117.161619
4915,Uptown,NU-319,32.733512,-117.161457
4916,Uptown,NU-321,32.733442,-117.161414
4917,Uptown,NU-323,32.733402,-117.161407
4918,Uptown,NU-325,32.733402,-117.161356
4919,Uptown,NU-327,32.733402,-117.161306
4920,Uptown,NU-400,32.733556,-117.161132
4921,Uptown,NU-401,32.73356,-117.161258
4922,Uptown,NU-402,32.733556,-117.161048
4923,Uptown,NU-403,32.733543,-117.161207
4924,Uptown,NU-404,32.733556,-117.160948
4925,Uptown,NU-405,32.733553,-117.161235
4926,Uptown,NU-407,32.733553,-117.161235
4927,Uptown,NU-408,32.733556,-117.160814
4928,Uptown,NU-409,32.733518,-117.161171
4929,Uptown,NU-410,32.733556,-117.160714
4930,Uptown,NU-414,32.733556,-117.160664
4931,Uptown,NU-416,32.733556,-117.16063
4932,Uptown,NU-417,32.733433,-117.160924
4933,Uptown,NU-419,32.733499,-117.160918
4934,Uptown,NU-421,32.733499,-117.160918
4935,Uptown,NU-423,32.733482,-117.16093
4936,Uptown,NU-425,32.733345,-117.160438
4937,Uptown,NU-427,32.733404,-117.16051
4938,Uptown,NU-429,32.733386,-117.160533
4939,Uptown,NU-501,32.733403,-117.160108
4940,Uptown,NU-503,32.733408,-117.159981
4941,Uptown,NU-505,32.733407,-117.159781
4942,Uptown,NU-507,32.733408,-117.159981
4943,Uptown,NU-509,32.733476,-117.159932
4944,Uptown,NU-511,32.733476,-117.159932
4945,Uptown,NU-513,32.733476,-117.159932
4946,Uptown,NU-515,32.733476,-117.159932
4947,Uptown,NU-517,32.733476,-117.159932
4948,Uptown,NU-519,32.733476,-117.159932
4949,Uptown,NU-521,32.733476,-117.159932
4950,Uptown,NU-523,32.733476,-117.159932
4951,Uptown,NU-525,32.733476,-117.159932
4952,Uptown,NU-527,32.733476,-117.159932
4953,Uptown,OL-310,32.734611,-117.161879
4954,Uptown,OL-312,32.734611,-117.161679
4955,Uptown,OL-314,32.734612,-117.161463
4956,Uptown,OL-418,32.734613,-117.161057
4957,Uptown,OL-420,32.734613,-117.160907
4958,Uptown,OL-422,32.734614,-117.160774
4959,Uptown,OL-424,32.734614,-117.160641
4960,Uptown,OL-426,32.734615,-117.160491
4961,Downtown,P-1606,32.722892,-117.171374
4962,Downtown,P-1608,32.722405,-117.171326
4963,Downtown,P-1610,32.722369,-117.17134
4964,Downtown,P-1612,32.722667,-117.171349
4965,Downtown,P-1614,32.722677,-117.171336
4966,Downtown,P-1616,32.722676,-117.171349
4967,Downtown,P-1618,32.722544,-117.171245
4968,Downtown,P-1620,32.722892,-117.171385
4969,Downtown,P-1622,32.722892,-117.171385
4970,Downtown,P-1700W,32.723353,-117.171492
4971,Downtown,P-1704,32.723189,-117.171442
4972,Downtown,P-1706,32.723224,-117.171438
