"zone","area","sub_area","pole","config_id","config_name","date_inventory","lat","lng","sapid"
"Uptown","Hillcrest","3800 FIFTH AVE","3812-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747509","-117.160530","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3813-05-01 00:00:00","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747534","-117.160349","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3814-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747581","-117.160531","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3815-05-01 00:00:00","12529","15 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747631","-117.160350","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3816-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747678","-117.160532","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3817-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747703","-117.160350","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3818-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747750","-117.160533","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3819-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747800","-117.160351","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3820-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747847","-117.160534","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3821-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747872","-117.160352","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3822-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747943","-117.160535","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3823-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747969","-117.160353","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3824-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.748016","-117.160536","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3826-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.748064","-117.160536","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3828-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.748112","-117.160537","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3830-05-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.748136","-117.160537","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","3832-05-01 00:00:00","13443","30 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.748185","-117.160537","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3800W","50673","MSPM - PBP 2 Hour Max $1.25 HR 10am-8pm Mon-Sat","2021-12-03","32.747755","-117.160506","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3801","49382","Sunday Mode","2021-01-04","32.747052","-117.160344","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3801","45756","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC) with 10 Min Courtesy","2020-02-12","32.747052","-117.160344","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3801","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747052","-117.160344","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3802","49382","Sunday Mode","2021-01-04","32.747123","-117.160527","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3802","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747123","-117.160527","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3803","49382","Sunday Mode","2021-01-04","32.747148","-117.160345","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3803","45756","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC) with 10 Min Courtesy","2020-02-12","32.747148","-117.160345","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3803","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747148","-117.160345","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3804","49382","Sunday Mode","2021-01-04","32.747195","-117.160527","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3804","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747195","-117.160527","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3805","49382","Sunday Mode","2021-01-04","32.747221","-117.160345","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3805","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747221","-117.160345","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3806","49382","Sunday Mode","2021-01-04","32.747292","-117.160528","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3806","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747292","-117.160528","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3807","49382","Sunday Mode","2021-01-04","32.747317","-117.160346","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3807","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747317","-117.160346","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3809","49382","Sunday Mode","2021-01-04","32.747366","-117.160347","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3809","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747366","-117.160347","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3810","49382","Sunday Mode","2021-01-04","32.747412","-117.160529","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3810","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747412","-117.160529","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3811","49382","Sunday Mode","2021-01-04","32.747438","-117.160348","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3811","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747438","-117.160348","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3812","49382","Sunday Mode","2021-01-04","32.747509","-117.160530","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3812","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747509","-117.160530","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3813","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747534","-117.160349","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3814","49382","Sunday Mode","2021-01-04","32.747581","-117.160531","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3814","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747581","-117.160531","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3815","12529","15 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747631","-117.160350","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3816","49382","Sunday Mode","2021-01-04","32.747678","-117.160532","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3816","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747678","-117.160532","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3817","49382","Sunday Mode","2021-01-04","32.747703","-117.160350","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3817","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747703","-117.160350","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3818","49382","Sunday Mode","2021-01-04","32.747750","-117.160533","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3818","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747750","-117.160533","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3819","49382","Sunday Mode","2021-01-04","32.747800","-117.160351","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3819","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747800","-117.160351","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3820","49382","Sunday Mode","2021-01-04","32.747847","-117.160534","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3820","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747847","-117.160534","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3821","49382","Sunday Mode","2021-01-04","32.747872","-117.160352","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3821","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747872","-117.160352","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3822","49382","Sunday Mode","2021-01-04","32.747943","-117.160535","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3822","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747943","-117.160535","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3823","49382","Sunday Mode","2021-01-04","32.747969","-117.160353","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3823","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747969","-117.160353","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3824","49382","Sunday Mode","2021-01-04","32.748016","-117.160536","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3824","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.748016","-117.160536","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3826","49382","Sunday Mode","2021-01-04","32.748064","-117.160536","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3826","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.748064","-117.160536","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3828","49382","Sunday Mode","2021-01-04","32.748112","-117.160537","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3828","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.748112","-117.160537","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3830","49382","Sunday Mode","2021-01-04","32.748136","-117.160537","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3830","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.748136","-117.160537","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3832","49382","Sunday Mode","2021-01-04","32.748185","-117.160537","SS-000149"
"Uptown","Hillcrest","3800 FIFTH AVE","5-3832","13443","30 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.748185","-117.160537","SS-000149"
"Uptown","Hillcrest","3800 FOURTH AVE","3802-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747066","-117.161700","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3803-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747115","-117.161518","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3804-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747162","-117.161701","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3805-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747211","-117.161519","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3806-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747259","-117.161701","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3807-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747308","-117.161520","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3808-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747355","-117.161702","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3809-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747404","-117.161520","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3810-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747451","-117.161703","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3811-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747500","-117.161521","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3812-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747548","-117.161704","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3814-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747596","-117.161704","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3815-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747645","-117.161522","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3816-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747692","-117.161705","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3818-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747747","-117.161705","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3819-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747789","-117.161523","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3820-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747657","-117.161622","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3821-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747837","-117.161524","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3823-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747886","-117.161524","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3825-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747934","-117.161524","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3827-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747982","-117.161525","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3829-04-01 00:00:00","13444","15 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.748030","-117.161525","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3830-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.748077","-117.161708","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3831-04-01 00:00:00","13443","30 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.748126","-117.161526","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","3832-04-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.748174","-117.161708","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3800","49382","Sunday Mode","2021-01-04","32.748174","-117.161708","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3800","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2020-06-21","32.748174","-117.161708","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3800E","50673","MSPM - PBP 2 Hour Max $1.25 HR 10am-8pm Mon-Sat","2022-05-09","32.747720","-117.161537","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3800E","50903","Hillcrest - PBP","2022-04-04","32.747720","-117.161537","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3800E","50541","MSPM -PBP 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","2022-03-02","32.747720","-117.161537","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3802","49382","Sunday Mode","2021-01-04","32.747292","-117.161714","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3802","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747292","-117.161714","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3803","49382","Sunday Mode","2021-01-04","32.747115","-117.161518","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3803","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747115","-117.161518","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3804","49382","Sunday Mode","2021-01-04","32.747197","-117.161640","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3804","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747197","-117.161640","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3805","49382","Sunday Mode","2021-01-04","32.747211","-117.161519","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3805","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747211","-117.161519","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3806","49382","Sunday Mode","2021-01-04","32.747321","-117.161763","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3806","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747321","-117.161763","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3807","49382","Sunday Mode","2021-01-04","32.747308","-117.161520","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3807","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747308","-117.161520","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3808","49382","Sunday Mode","2021-01-04","32.747377","-117.161755","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3808","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747377","-117.161755","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3809","49382","Sunday Mode","2021-01-04","32.747404","-117.161520","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3809","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747404","-117.161520","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3810","49382","Sunday Mode","2021-01-04","32.747451","-117.161703","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3810","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747451","-117.161703","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3811","49382","Sunday Mode","2021-01-04","32.747500","-117.161521","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3811","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747500","-117.161521","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3812","49382","Sunday Mode","2021-01-04","32.747548","-117.161704","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3812","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747548","-117.161704","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3814","49382","Sunday Mode","2021-01-04","32.747596","-117.161704","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3814","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747596","-117.161704","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3815","49382","Sunday Mode","2021-01-04","32.747645","-117.161522","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3815","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747645","-117.161522","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3816","49382","Sunday Mode","2021-01-04","32.747692","-117.161705","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3816","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747692","-117.161705","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3818","49382","Sunday Mode","2021-01-04","32.747747","-117.161705","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3818","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747747","-117.161705","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3819","49382","Sunday Mode","2021-01-04","32.747789","-117.161523","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3819","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747789","-117.161523","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3820","49382","Sunday Mode","2021-01-04","32.747666","-117.161683","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3820","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747666","-117.161683","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3821","49382","Sunday Mode","2021-01-04","32.747837","-117.161524","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3821","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747837","-117.161524","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3823","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747886","-117.161524","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3825","49382","Sunday Mode","2021-01-04","32.747934","-117.161524","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3825","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747934","-117.161524","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3827","49382","Sunday Mode","2021-01-04","32.747982","-117.161525","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3827","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.747982","-117.161525","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3829","49382","Sunday Mode","2021-01-04","32.748030","-117.161525","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3829","13444","15 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.748030","-117.161525","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3830","49382","Sunday Mode","2021-01-04","32.748077","-117.161708","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3830","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.748077","-117.161708","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3831","49382","Sunday Mode","2021-01-04","32.748126","-117.161526","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3831","13443","30 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.748126","-117.161526","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3832","49382","Sunday Mode","2021-01-04","32.748174","-117.161708","SS-000108"
"Uptown","Hillcrest","3800 FOURTH AVE","4-3832","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-12-09","32.748174","-117.161708","SS-000108"
"Uptown","Hillcrest","3800 SIXTH AVE","3803-06-01 00:00:00","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.747120","-117.159446","SS-000195"
