"zone","area","sub_area","pole","config_id","config_name","date_inventory","lat","lng","sapid"
"Downtown","East Village","700 EIGHTH AVE","8-708","49382","Sunday Mode","2021-01-04","32.712896","-117.157428","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-708","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.712896","-117.157428","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-710","49382","Sunday Mode","2021-01-04","32.713068","-117.157519","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-710","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713068","-117.157519","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-712","49382","Sunday Mode","2021-01-04","32.713126","-117.157519","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-712","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713126","-117.157519","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-714","49382","Sunday Mode","2021-01-04","32.713118","-117.157414","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-714","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713118","-117.157414","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-716","49382","Sunday Mode","2021-01-04","32.713090","-117.157434","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-716","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713090","-117.157434","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-718","49382","Sunday Mode","2021-01-04","32.713184","-117.157519","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-718","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713184","-117.157519","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-720","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.715329","-117.157255","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-721","49382","Sunday Mode","2021-01-04","32.713242","-117.157337","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-721","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713242","-117.157337","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-722","49382","Sunday Mode","2021-01-04","32.713299","-117.157520","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-722","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713299","-117.157520","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-723","49382","Sunday Mode","2021-01-04","32.713358","-117.157338","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-723","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713358","-117.157338","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-724","49382","Sunday Mode","2021-01-04","32.713434","-117.157520","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-724","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713434","-117.157520","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-725","49382","Sunday Mode","2021-01-04","32.713473","-117.157338","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-725","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713473","-117.157338","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-726","49382","Sunday Mode","2021-01-04","32.713550","-117.157521","SS-000270"
"Downtown","East Village","700 EIGHTH AVE","8-726","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713550","-117.157521","SS-000270"
"Downtown","East Village","800 EIGHTH AVE","8-800","49382","Sunday Mode","2021-01-04","32.713750","-117.157522","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-800","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713750","-117.157522","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-802","49382","Sunday Mode","2021-01-04","32.713807","-117.157522","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-802","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713807","-117.157522","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-808","49382","Sunday Mode","2021-01-04","32.713864","-117.157523","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-808","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713864","-117.157523","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-809","49382","Sunday Mode","2021-01-04","32.713903","-117.157341","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-809","12528","30 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713903","-117.157341","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-810","49382","Sunday Mode","2021-01-04","32.713978","-117.157524","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-810","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.713978","-117.157524","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-811","49382","Sunday Mode","2021-01-04","32.714017","-117.157342","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-811","12528","30 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714017","-117.157342","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-812","49382","Sunday Mode","2021-01-04","32.714092","-117.157524","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-812","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714092","-117.157524","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-813","49382","Sunday Mode","2021-01-04","32.714131","-117.157343","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-813","12528","30 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714131","-117.157343","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-814","49382","Sunday Mode","2021-01-04","32.714187","-117.157525","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-814","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714187","-117.157525","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-815","49382","Sunday Mode","2021-01-04","32.714245","-117.157343","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-815","12528","30 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714245","-117.157343","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-816","49382","Sunday Mode","2021-01-04","32.714302","-117.157526","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-816","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714302","-117.157526","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-817","49382","Sunday Mode","2021-01-04","32.714360","-117.157344","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-817","12528","30 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714360","-117.157344","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-819","49382","Sunday Mode","2021-01-04","32.714417","-117.157345","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-819","12528","30 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714417","-117.157345","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-820","49382","Sunday Mode","2021-01-04","32.714473","-117.157527","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-820","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714473","-117.157527","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-821","49382","Sunday Mode","2021-01-04","32.714531","-117.157346","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-821","12528","30 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714531","-117.157346","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-823","49382","Sunday Mode","2021-01-04","32.714588","-117.157346","SS-000269"
"Downtown","East Village","800 EIGHTH AVE","8-823","12528","30 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714588","-117.157346","SS-000269"
"Downtown","East Village","900 EIGHTH AVE","8-901","49382","Sunday Mode","2021-01-04","32.714787","-117.157347","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-901","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714787","-117.157347","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-902","49382","Sunday Mode","2021-01-04","32.714844","-117.157529","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-902","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714844","-117.157529","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-903","49382","Sunday Mode","2021-01-04","32.714902","-117.157347","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-903","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714902","-117.157347","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-904","49382","Sunday Mode","2021-01-04","32.714978","-117.157530","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-904","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.714978","-117.157530","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-906","49382","Sunday Mode","2021-01-04","32.715035","-117.157530","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-906","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715035","-117.157530","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-913","49382","Sunday Mode","2021-01-04","32.715074","-117.157348","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-913","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715074","-117.157348","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-915","49382","Sunday Mode","2021-01-04","32.715132","-117.157348","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-915","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715132","-117.157348","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-916","49382","Sunday Mode","2021-01-04","32.715208","-117.157531","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-916","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715208","-117.157531","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-917","49382","Sunday Mode","2021-01-04","32.715265","-117.157349","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-917","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715265","-117.157349","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-918","49382","Sunday Mode","2021-01-04","32.715322","-117.157531","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-918","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715322","-117.157531","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-920","49382","Sunday Mode","2021-01-04","32.715380","-117.157531","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-920","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715380","-117.157531","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-922","49382","Sunday Mode","2021-01-04","32.715456","-117.157532","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-922","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715456","-117.157532","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-923","49382","Sunday Mode","2021-01-04","32.715495","-117.157350","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-923","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715495","-117.157350","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-924","49382","Sunday Mode","2021-01-04","32.715571","-117.157532","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-924","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715571","-117.157532","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-925","49382","Sunday Mode","2021-01-04","32.715610","-117.157350","SS-000268"
"Downtown","East Village","900 EIGHTH AVE","8-925","12620","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2018-11-11","32.715610","-117.157350","SS-000268"
"Downtown","East Village","1000 NINTH AVE","9-1000","49382","Sunday Mode","2021-01-04","32.715890","-117.156628","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1000","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.715890","-117.156628","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1000W","43392","MSPM 1 Hour Max $1.25 HR 8am-6pm Mon-Sat","2019-09-24","32.716621","-117.156635","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1002","49382","Sunday Mode","2021-01-04","32.715986","-117.156628","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1002","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.715986","-117.156628","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1004","49382","Sunday Mode","2021-01-04","32.716621","-117.156635","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1004","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2020-02-02","32.716621","-117.156635","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1008","49382","Sunday Mode","2021-01-04","32.716313","-117.156632","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1008","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.716313","-117.156632","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1014","49382","Sunday Mode","2021-01-04","32.716409","-117.156633","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1014","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.716409","-117.156633","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1016","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.716525","-117.156634","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1018","49382","Sunday Mode","2021-01-04","32.716621","-117.156635","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1018","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.716621","-117.156635","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1020","49382","Sunday Mode","2021-01-04","32.716615","-117.156634","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1020","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.716615","-117.156634","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1022","49382","Sunday Mode","2021-01-04","32.716617","-117.156640","SS-000292"
"Downtown","East Village","1000 NINTH AVE","9-1022","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2020-02-02","32.716617","-117.156640","SS-000292"
"Downtown","East Village","1100 NINTH AVE","9-1100","49382","Sunday Mode","2021-01-04","32.716900","-117.156637","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1100","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.716900","-117.156637","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1103","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.716978","-117.156456","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1105","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717056","-117.156457","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1107","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717134","-117.156457","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1108","49382","Sunday Mode","2021-01-04","32.717229","-117.156640","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1108","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717229","-117.156640","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1110","49382","Sunday Mode","2021-01-04","32.717307","-117.156640","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1110","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717307","-117.156640","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1112","49382","Sunday Mode","2021-01-04","32.717385","-117.156641","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1112","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717385","-117.156641","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1114","49382","Sunday Mode","2021-01-04","32.717462","-117.156642","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1114","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717462","-117.156642","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1118","49382","Sunday Mode","2021-01-04","32.717559","-117.156642","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1118","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717559","-117.156642","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1120","49382","Sunday Mode","2021-01-04","32.717637","-117.156643","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1120","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717637","-117.156643","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1122","49382","Sunday Mode","2021-01-04","32.717714","-117.156643","SS-000291"
"Downtown","East Village","1100 NINTH AVE","9-1122","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717714","-117.156643","SS-000291"
"Downtown","East Village","1200 NINTH AVE","9-1200","49382","Sunday Mode","2021-01-04","32.717955","-117.156645","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1200","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.717955","-117.156645","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1201","49382","Sunday Mode","2021-01-04","32.718070","-117.157190","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1201","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718070","-117.157190","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1202","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718032","-117.156646","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1203","49382","Sunday Mode","2021-01-04","32.718098","-117.157320","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1203","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718098","-117.157320","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1208","49382","Sunday Mode","2021-01-04","32.718129","-117.156647","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1208","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718129","-117.156647","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1210","49382","Sunday Mode","2021-01-04","32.718206","-117.156648","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1210","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718206","-117.156648","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1212","49382","Sunday Mode","2021-01-04","32.718283","-117.156649","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1212","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718283","-117.156649","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1218","49382","Sunday Mode","2021-01-04","32.718361","-117.156650","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1218","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718361","-117.156650","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1220","49382","Sunday Mode","2021-01-04","32.718438","-117.156650","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1220","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718438","-117.156650","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1222","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718515","-117.156651","SS-000290"
"Downtown","East Village","1200 NINTH AVE","9-1224","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.718612","-117.156652","SS-000290"
"Downtown","Cortez Hill","1300 NINTH AVE","9-1300","49382","Sunday Mode","2021-01-04","32.719023","-117.156656","SS-000289"
"Downtown","Cortez Hill","1300 NINTH AVE","9-1300","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719023","-117.156656","SS-000289"
"Downtown","Core","1300 NINTH AVE","9-1302","49382","Sunday Mode","2021-01-04","32.719099","-117.156657","SS-000289"
"Downtown","Core - Columbia","1300 NINTH AVE","9-1302","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719099","-117.156657","SS-000289"
"Downtown","Core","1300 NINTH AVE","9-1304","49382","Sunday Mode","2021-01-04","32.719193","-117.156657","SS-000289"
"Downtown","Core - Columbia","1300 NINTH AVE","9-1304","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719193","-117.156657","SS-000289"
"Downtown","Core","1300 NINTH AVE","9-1310","49382","Sunday Mode","2021-01-04","32.719269","-117.156658","SS-000289"
"Downtown","Core - Columbia","1300 NINTH AVE","9-1310","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719269","-117.156658","SS-000289"
"Downtown","Core","1300 NINTH AVE","9-1312","49382","Sunday Mode","2021-01-04","32.719363","-117.156658","SS-000289"
"Downtown","Core - Columbia","1300 NINTH AVE","9-1312","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719363","-117.156658","SS-000289"
"Downtown","Core","1300 NINTH AVE","9-1318","49382","Sunday Mode","2021-01-04","32.719439","-117.156659","SS-000289"
"Downtown","Core - Columbia","1300 NINTH AVE","9-1318","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719439","-117.156659","SS-000289"
"Downtown","Core","1300 NINTH AVE","9-1320","49382","Sunday Mode","2021-01-04","32.719533","-117.156660","SS-000289"
"Downtown","Core - Columbia","1300 NINTH AVE","9-1320","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719533","-117.156660","SS-000289"
"Downtown","Core","1300 NINTH AVE","9-1322","49382","Sunday Mode","2021-01-04","32.719609","-117.156660","SS-000289"
"Downtown","Core - Columbia","1300 NINTH AVE","9-1322","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719609","-117.156660","SS-000289"
"Downtown","Core","1300 NINTH AVE","9-1324","49382","Sunday Mode","2021-01-04","32.719703","-117.156661","SS-000289"
"Downtown","Core - Columbia","1300 NINTH AVE","9-1324","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719703","-117.156661","SS-000289"
"Downtown","Core","1300 NINTH AVE","9-1326","49382","Sunday Mode","2021-01-04","32.719779","-117.156661","SS-000289"
"Downtown","Core - Columbia","1300 NINTH AVE","9-1326","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.719779","-117.156661","SS-000289"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1412","49382","Sunday Mode","2021-01-04","32.720598","-117.156694","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1412","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.720598","-117.156694","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1414","49382","Sunday Mode","2021-01-04","32.720586","-117.156717","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1414","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.720586","-117.156717","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1416","49382","Sunday Mode","2021-01-04","32.720589","-117.156690","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1416","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.720589","-117.156690","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1418","49382","Sunday Mode","2021-01-04","32.720597","-117.156690","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1418","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.720597","-117.156690","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1420","49382","Sunday Mode","2021-01-04","32.720613","-117.156682","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1420","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.720613","-117.156682","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1422","49382","Sunday Mode","2021-01-04","32.720597","-117.156665","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1422","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.720597","-117.156665","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1424","49382","Sunday Mode","2021-01-04","32.720654","-117.156392","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1424","9459","9 Hour Max $0.50 HR 8am-6pm Mon-Sat (NFC)","2018-11-11","32.720654","-117.156392","SS-000288"
"Downtown","Cortez Hill","1400 NINTH AVE","9-1426","49382","Sunday Mode","2021-01-04","32.720654","-117.156392","SS-000288"
